0x0001	 [X]
0x0C00	[17][09][10]R[NL][0D][10],[NL][09]Oh, Tana[16]... [16]I'm grateful to see that[NL]you're safe and home again![X][A][NL]You've no idea how I worried when I heard[X][NL]you were under attack at Border Mulan.[A][NL]You are not to leave again without my[X][NL]permission. Do you understand?[A][0D]Don't be mad, Father. Look,[X][NL]I come bearing good news.[X][A][NL]Eirika! Come out now![X][A][0B][10][02][NL][0B]King Hayden, I am pleased to see you[NL]again, even in these sad times.[X][A][09]Ah, Eirika! It does my heart[NL]good to see you safe.[X][A][17][0B]Thank you. I was able to escape the[X][NL]castle before Renais fell.[A][NL]But I'm not sure if my father[X][16]...[X][16][A][09]Yes.[A][NL]I[X][16]...[X][16]have received[X][NL]word of your father.[A][0B]Your Highness? Please tell me.[NL]Is my father well?[A][8004][09][16]...[X][16]My friend King Fado[X][16]...[X][16][A][NL]did not survive the fall of Renais Castle.[A][0B][16]...[X][16]No, it cannot be[16]...[X][16][A][0D][11][0D][10][04][NL][0D][16]......[16][A][1C][8004][09]Rest assured, Grado will be punished for[NL]its cowardly act. This is Frelia's promise.[X][A][NL]Eirika, please stay here and rest. I cannot[X][NL]imagine how exhausted you must be.[A][0B][16]......[16][A][0D]King Hayden.[A][NL]You know of Prince Ephraim's[NL]disappearance, do you not?[A][09]Yes, we hear the prince and his men[X][NL]hound Grado at every turn.[A][NL]It's said that he's led his forces[NL]into the empire itself.[X][A][NL]Reports suggest he's crossed the[NL]border and now fights in Renvall.[X][A][1D][0B]My brother[16]...[X][16][NL]He fights on? Even now?![A][09]Yes. My pegasus knights bought[NL]this information at a great price.[A][NL]Even though Renais has fallen, he[X][NL]charges into the enemy's heart.[X][A][NL]He is truly Fado's son[16]...[X][16][NL]What a valiant youth.[X][A][NL]I would that I knew whether he[NL]remains unharmed, but I do not.[X][A][0B]King Hayden, I thank you for[NL]your offer, but I cannot stay.[A][NL]I intend to ride to my brother's[NL]side with reinforcements.[X][A][09]I cannot allow it. I know how you[X][NL]feel, but this plan is suicide.[X][A][NL]I would be betraying Fado's memory[NL]if I allowed any harm to befall you.[A][NL]Stay here. Rest and mourn. Leave[NL]this war to the warriors.[X][A][0B]I know you mean well, Your Majesty.[X][A][NL]However, I have lost my father,[X][NL]and my twin brother is in peril.[A][02][NL]My brother, he is a part of me[16]...[X][16][A][NL]I cannot rest here in peace while[X][NL]he risks his life.[A][09]No. Renais has no more army. Grado's[NL]forces decimated it.[A][NL]I wish that Frelia could provide you[NL]with support, with soldiers, but[16]...[X][16][A][02][NL]My son, Innes, is on his way to[X][NL]meet the empire's forces.[X][A][NL]We cannot spare a single brigade.[X][A][NL]Your own retinue of knights cannot[NL]possibly face Grado alone.[A][NL]Are you so determined to go?[A][0B]Yes.[A][NL][16]...[X][16]With apologies.[X][A][09][16]...[X][16]As resolute as your father, eh?[X][A][NL]What am I to do in the face of such[X][NL]foolhardy determination?[A][NL]Vanessa.[A][0D][11][0D][10][08][NL][0D]Here, Your Highness![A][09]Moulder.[A][0D][11][0D][10][07][NL][0D]You called, my king?[A][09]You are to accompany Princess Eirika of[X][NL]Renais into Grado territory.[A][NL]I expect each of you to provide[X][NL]aid and support for her brother.[A][0D][10][07][NL][0D]Hmm, quite a grave responsibility[X][NL]you've given us.[A][0D][11][0D][10][08][NL][0D]No matter the obstacles, we will[NL]perform our duty.[X][A][0D][11][09]These are some of my most trusted[X][NL]and stalwart vassals.[X][A][NL]They will, no doubt, prove themselves[X][NL]quite valuable on your journey.[X][A][02][NL]Remember, you are venturing behind[NL]enemy lines. You will need supplies.[A][NL]I will have a supply convoy readied to[NL]carry your weapons and provisions.[A][02][NL]It will remain at your side, no matter[NL]how far afield you venture.[X][A][17][0B]King Hayden, I[16]...[X][16][NL]Thank you.[A][09]No, save your thanks for your return[16]...[X][16][NL]with your brother, Prince Ephraim.[A][0B]Yes, Your Highness![X][A]
0x0C01	[09][10][02][NL][0C][10],[NL][0C]Eirika, you don't really intend[X][NL]to go through with this, do you?[A][NL]I can't guess how you must feel,[NL]but it's just too dangerous.[A][NL]What would happen if you were[X][NL]captured by Grado's men?[A][09]Thank you for your concern, Tana.[X][A][NL]But I have no choice. Don't you[X][NL]see, Tana? I have to go.[A][0C]Eirika[16]...[X][16][A][NL]Oh, why is this happening? What's[X][NL]gone wrong with the world?[A][09]Tana[16]...[X][16][A][0C]Why would Grado invade?[X][A][NL]Emperor Vigarde is a man of peace.[NL]His people adore him.[X][A][NL]And you and Ephraim are friends[X][NL]with Prince Lyon, are you not?[A][NL]What could be behind this madness?[NL]Why is this happening[X][16]...[X][16][A][09]I have no answers for you, Tana.[A][NL]I don't want to believe it, but the[X][NL]reality is that we are at war.[A][NL]If I do nothing, I may lose my[NL]brother as well as my father.[X][A][NL]This is why I have to fight.[NL]It's the only answer I have.[A]
0x0C02	[09][10][02][NL][0C][10][14][NL][09][16]......[16][A][0C]What is it, Eirika?[X][A][09]I was thinking about Lyon.[A][NL]The last time we saw him was[NL]a year and a half ago[X][16]...[X][16][A][0C]You're right.[X][NL]It was at Grado Keep.[X][A][NL][16]...[X][16]Has it really been only a[X][NL]year and a half?[A]
0x0C03	[0C][10]-[NL][0E][10]P[NL][0C]Ephraim! Lyon![A][NL]Where are you two?[A][0E]We're over here, Eirika.[A][NL]You'd better be quick. Ephraim[NL]says he's tired of waiting.[X][A][0C]Oh, please. I'm sure you could[NL]wait a few moments longer[X][16]...[X][16][A]
0x0C04	[09][10]P[NL][0B][10]-[NL][0D][10].[NL][1C][0D]You're late. How does it take you so long[X][NL]to prepare for such a simple trip?[A][17][09]Rest easy, Ephraim. There's no need[X][NL]to be so curt with your own sister.[X][A][NL]After all, a king must learn to treat[X][NL]women with honor and discretion.[A][NL]That's what Father MacGregor says.[A][0B]Thank you, Lyon. You, unlike my dear[NL]brother, are a true gentleman.[A][17][15][0B]I was up far too late thinking about[NL]my prayer to the temple flame last night.[X][A][NL]And I'm afraid I[16]...[X][16]I overslept[X][16]...[X][16][A][0D]Your prayer? What are[X][NL]you babbling about?[X][A][17][09]Come now, you know that flame has been[NL]burning since the time of darkness ended.[X][A][NL]You must know the story that the flame[NL]will answer the prayers of any pilgrim![X][A][0D]Really? I didn't know that[16]...[X][16][A][0B]Oh, Ephraim[X][16]... [16]Father MacGregor is going to[NL]scold you for neglecting your studies so.[X][A][0D][16]...[X][16]Don't even joke about that.[X][A][NL]So tell us, what have you decided to[NL]pray for, Eirika?[X][A][0B]I, uh[X][16]...[X][16][A][NL]It's a secret.[A][0D]I should've known.[NL]You're so boring.[X][A][09]Well, how about you, Ephraim?[X][A][0D]Me? Let's see[X][16]...[X][16][A][02][NL]I guess I'll pray to become[X][NL]a stronger fighter.[X][A][09]That's just like you, Ephraim.[A][0B]Just like you indeed, Brother.[A][0D][16]...[X][16]I can never tell if you're[NL]complimenting me or mocking me.[X][A][09]Praising you, of course![NL]Right, Eirika?[A][0B]Hee hee[X][16]...[X][16][NL]Yes, that's right.[A][0D]And you, Lyon?[NL]What will you pray for?[X][A][09]What? Me?[X][A][NL]Hm[16]...[X][16][A][02][NL]I suppose all I really want is[NL]for all our people to be happy.[X][A][0D][16]...[X][16]That's very, uh[X][16]...[X][16][A][NL]That's very much like you.[A][0B]Very much so, Lyon.[X][A][09][16]...[X][16]Now, I'm the one who cannot tell[NL]if he's being praised or[16]...[X][16][A][0D]You're being praised, as always, Lyon.[A][17][0B]Tell me, why the sudden decision to visit[X][NL]the temple?[X][A][NL]Did my brother do something again?[A][0D]Now listen, you[X][16]...[X][16][A][09]Oh no. It's not what Ephraim's done.[NL]It's what he hasn't done.[X][A][NL]He's learned nothing at all about the[X][NL]Sacred Stones and the temple flame, so[16]...[X][16][A][0D]Father MacGregor became angry.[A][NL]He said, [93]One destined to become[NL]king and rule over a nation[X][16]...[X][16][A][NL]must know the history of his kingdom[NL]and must respect the Sacred Stones.[94][A][NL]Ever since I came to Grado, my life has[X][NL]been chastisement and castigation.[A][NL]Father MacGregor does not think me[NL]to be altogether too[16]...[X][16]kingly.[X][A][09]And yet General Duessel has nothing[X][NL]but praise for you, Ephraim.[A][NL]He says you're brave and true, that[X][NL]you've the makings of a great king.[X][A][0D]A great king?[X][A][15][0D]I honestly have no idea what that means.[A][NL]Eirika should succeed the throne.[X][A][NL]I would be happy simply taking my lance[X][NL]and traveling the land as a mercenary.[A][0B]Ephraim, that is nothing but foolish,[X][NL]irresponsible romanticism![A][NL]Do you realize how much your words would[NL]fill Father's heart with grief?[X][A][0D]Are we speaking of the same man? Our[NL]father will likely outlive us all.[A][NL]For now, I'm content just learning[NL]the lance from General Duessel.[X][A][15][0D]What about you, Lyon? Is there[NL]anything you want to do?[A][09]Me? Well, I[X][16]...[X][16][A][NL]I suppose I want to become[NL]like my father.[X][A][0B]You were born to be the Emperor[X][NL]of Grado, Lyon. It suits you.[X][A][09]No, I don't think so.[X][NL]I'm not[X][16]--[16][A][15][09]One thing I do know from watching my[NL]father is that being emperor is hard.[X][A][NL]Every day, he answers the complaints of the[X][NL]people, and he almost never sleeps[16]...[X][16][A][NL]My father is always so very tired.[A][02][NL]I hope one day that[X][16]...[X][16][NL]I hope that I can help him.[X][A][0B]Lyon[16]... [16]You are so honorable.[X][A][NL]You should learn from him, Brother.[X][A][17][0D][16]...[X][16]Again with your criticism![A][NL]Tell me, Eirika. What say you to dressing[X][NL]like me and becoming king in my stead?[A][NL]You're so skinny, I doubt anyone would[NL]notice you're not really a man.[X][A][09]Ha ha ha[16]...[X][16][A][0B][800D][0B]Ephraim![A]
0x0C05	[09][10][02][NL][0C][10][14][NL][09]What do you suppose Lyon is doing now?[A][NL]When Emperor Vigarde ordered the invasion[X][16]...[X][16][NL]How do you think Lyon felt?[X][A][0C]He's always been so gentle, but he worships[X][NL]his father. He'd never question him.[A][15][0C]But the emperor[X][16]... [16]He's clearly not[NL]behaving rationally.[A][NL]I just hope he's not so far gone that[X][NL]he'd hurt his own flesh and blood.[A][09]I just pray for the day when the three[NL]of us can be together once again.[X][A][0C]It'll come. I've no doubt[X][16]...[X][16][A]
0x0C06	[17][09][10],[NL][0B][10][14][NL][0D][10][02][NL][1C][09]Eirika! Ephraim![NL]Welcome![A][NL]The two of you returning together,[NL]it's like a dream come true.[A][NL]You must know, I've prayed every[NL]day for your safe return.[X][A][0D]I'm so happy to see you, Tana.[A][17][0B]I'm sorry, Tana. I didn't[X][NL]want for you to worry.[A][09]Oh, it doesn't matter now[X][16]...[X][16][A][NL]All that really matters is that[X][NL]we've been brought together again.[A][NL]My own brother will soon return[X][NL]from the field.[X][A][NL]It will be nice to sit down and[X][NL]discuss things again.[X][A][0D][11][0B][11][1D][0F][10]o[NL][0F][800F][0D]Princess Tana![A][NL]Prince Innes has returned[X][NL]from the front![X][A][0D][11][0B][10][0F][NL][17][09]Welcome home, dear brother![X][A][NL]I'm so happy to see you return[NL]safe and sound![X][A][17][0B]You didn't expect less, did you?[A][NL]Do you think Grado's slugs could[NL]touch me?[X][A][02][NL]With my bow, I'll take down every Grado[X][NL]soldier from here to the emperor's palace![A][15][09][11][0A][10][14][NL][0A]Well met, Innes.[A][0B][16]...[X][16]Ephraim.[A][08][10][02][NL][08]It's good to see you, Prince Innes.[X][A][0B][16]...[X][16]They say Renais has fallen.[X][A][NL]I believe I warned you before.[A][NL]This happened because you provided[NL]Grado the opportunity to strike.[A][0D][10],[NL][0D]Brother! Mind your tongue! This is[NL]no occasion for such harsh words.[X][A][NL]Ephraim and Eirika have lost their[NL]father to this terrible war[X][16]...[X][16][A][0B][16]......[16][A][NL]I'm sorry to hear of[NL]your father's death.[A][15][0B]Hear me, Ephraim.[X][A][NL]Our most important task is to[X][NL]defeat Grado and end this war.[A][0B][11][0D][800E][0C]Oh, Innes[X][16]...[X][16][A][NL]I'm sorry, Eirika, Ephraim.[X][A][0A]It's all right. It's comforting to see that,[NL]in all of this, at least he hasn't changed.[X][A][NL]Innes has hated me for as long as[X][NL]I can remember.[X][A][0C]My brother looks upon you as a[NL]rival, Ephraim.[X][A][NL]And as you know, he wants to be[X][NL]the best at everything.[X][A][NL]The best king, the best general,[NL]the best fighter, the best man[16]...[X][16][A][NL]He won't allow himself to be[NL]beaten at anything[16]...[X][16][A][0F][10][0F][NL][0F]Tana, you talk too much.[A]
0x0C07	[0A][10][14][NL][08][10][02][NL][0C][10][0F][NL][0C][16]...[X][16]My father would like both of you[NL]to sit with him in a war council.[X][A][NL]Will you come with me to take part[NL]in your official audience?[A][0A]Yes, of course.[X][A][NL]There's much that I have[NL]to tell him.[A][08]It will be our honor to attend.[X][A][0C]This way.[X][A]
0x0C08	[09][10]R[NL][09]It does my heart good to see you all[NL]here safely within our castle walls.[A][NL][16]...[X][16]Would that we had more time for[X][NL]pleasantries, but[X][16]...[X][16]let us hear your news.[A][0C][10][0F][NL][0C]Very well, I will begin.[A][15][0C]I've directed the body of Frelia's army[X][NL]south to engage Grado directly.[X][A][NL]Our troops are proving themselves superior,[X][NL]and the battle progresses favorably.[A][09]Hmm[X][16]...[X][16][A][02][NL]But the riddle still[NL]needs answering.[A][NL]Why did Grado begin this[NL]war in the first place?[X][A][0C][11][0C][10][02][NL][0C]Your Majesty, we may well have found[NL]something relating to that[16]...[X][16][A][NL]We learned something on our travels,[NL]news that weighs heavily upon us.[X][A][09]Ah, yes. Our messenger delivered[NL]your report to us a few days ago.[X][A][NL]Grado is trying to destroy the[NL]Sacred Stones[X][16]... [16]Is that it?[X][A][0C]Yes.[A][09]We've strengthened the tower's defenses.[NL]Frelia's stone is safe for the time being.[A][15][09]But we remain confused in this.[X][A][NL]What does Grado hope to gain by[X][NL]destroying the Sacred Stones?[X][A][0C]We don't know. The legends say the stones[X][NL]protect us all from the power of darkness.[A][0C][11][0B][10][14][NL][0F][10]&[NL][0B][16]...[X][16]I can't say if it relates, but[NL]I have a story about Grado.[X][A][NL]It's[16]...[X][16]been troubling me, and I would[NL]like to share it with you all.[A][15][0B]Myrrh. Come here, please.[X][A][0F]Yes?[A][0F][800F][09]Who's this girl?[A]
0x0C09	[0A][10]R[NL][08][10][02][NL][0D][10][14][NL][0B][10]([NL][1C][08]On her back[X][16]... [16]Wings?[A][NL]Ephraim, who is she?[A][0D]This is Myrrh. I met her while[NL]fighting in Grado territory.[A][NL]Myrrh, would you please tell everyone[X][NL]here the story you told me?[X][A][0B][16]......[16][A][NL][16]...[X][16]Please, Ephraim, you tell them.[X][A][0B][11][0D]She's a bit shy.[A][0D][11][0B][10][14][NL][15][0B]Very well. Myrrh tells me that she belongs[NL]to an ancient race of dragon folk.[A][NL]They're mentioned in a few legends.[X][NL]They're called the tribe of Manakete.[X][A][08]Manakete?[X][A][0A]Yes, their name appears several times[X][NL]in the tale of the Sacred Stones.[X][A][NL]It says they were neither human nor[X][NL]demon but a separate, aloof race.[X][A][0B]Please, Myrrh.[A][0D][10]([NL][0D][16]......[16][A][NL]We live in the east[X][16]...[X][16]in Darkling Woods.[A][NL]One day[X][16]...[X][16][A][08]Yes?[A][0D]We felt something.[A][NL]An ominous energy to the south.[X][A][0B]From the direction of Grado.[A][NL]They felt a[X][16]...[X][16]force flowing[X][NL]out of the Grado Empire.[A][0D]Saleh and I[X][16]...[X][16][NL]We went to investigate this energy.[X][A][NL]But on our way, we came across a battle[X][NL]and were drawn into the conflict[16]...[X][16][A][0B]Myrrh got lost and was wandering aimlessly[NL]in an isolated region near Grado's border.[A][0D]I met some wicked folk there. They[NL]deceived me and enchained me.[X][A][NL]They stole my dragonstone. They[X][NL]were preparing me for transport.[A][15][0D]It was in that moment when Ephraim[NL]appeared and rescued me.[A][08][16]......[16][A][0B]I stumbled across Myrrh by chance[X][NL]when Grado's men had ambushed us.[X][A][NL]Everything she told me seemed[X][NL]beyond belief, and yet[16]...[X][16][A][02][NL]And yet, when I saw her wings,[NL]what could I do but believe?[A][0D]This dark wave of energy still[NL]flows from the southlands.[A][NL]Its current is strong and runs deep.[NL]It has awakened the evil ones.[A][NL]I want to stop it.[A][0A]Hmmm[16]......[16][A][0D][11][0D][10]o[NL][8004][0D]Your Majesty! I bring word![X][A][0A]What is so urgent you would[X][NL]interrupt a private council?[A][0D]The tower holding the Sacred Stone[NL]of Frelia[X][16]...[X][16][A][NL]It's been destroyed by the Grado army![A][0A]What? That's impossible![A][NL]What of the soldiers on watch?[NL]There were supposed to be many[16]...[X][16][A][0D]The enemy forces[16]...[X][16][A][NL]They were led by Caellach the[X][NL]Tiger Eye and Selena Fluorspar![X][A][NL]Our soldiers fell before even[X][NL]half a day had past![A][0D][11][0C][10][04][NL][0C]Selena Fluorspar[16]...[X][16][A][NL]Only General Duessel is higher[NL]in Emperor Vigarde's esteem[X][16]...[X][16][A][NL]She's the one.[A][0A]She came personally[X][16]...[X][16][A][NL]So they really do wish to see[X][NL]the Sacred Stones destroyed.[A][NL]Blast[X][16]...[X][16][A]
0x0C0A	[0C][10]C[NL][0C]Hah! So this hunk of rock is[NL]a Sacred Stone, eh?[X][A][NL]So much fuss over something[X][NL]as fragile as this.[X][A][NL]Watch.[NL]It crumbles so easily.[A][NL]Do we gain anything by this?[NL]Not that I care, but[16]...[X][16][A]
0x0C0B	[09][10]o[NL][09]Black-hearted[X][16]...[X][16]fool[16]...[X][16][NL]What have[X][16]...[X][16]you[X][16]...[X][16]done?[X][A][NL]Without the stone's[X][16]...[X][16]protection[16]...[X][16][NL]the horrors[X][16]...[X][16]will spread[X][16]...[X][16][A][0C][10]C[NL][0C]Huh? What's this?[X][NL]Still breathing, are you?[X][A][NL]Come. If you've any last words,[X][NL]I'll hear them, fool of Frelia.[X][A][09]You[X][16]...[X][16]monster[X][16]...[X][16][A][0C]You waste your last words on insults?[X][NL]And feeble ones, at that[16]...[X][16][A][02][NL]Hardly the right note to enter the eternal[NL]on, wouldn't you say? Well then, die.[X][A]
0x0C0C	[0C][10]?[NL][0C]Hold![X][A][NL]What are you doing, Caellach?! Our[NL]job was to destroy the Sacred Stone.[A][09][10]C[NL][09]I know that. And I crushed[NL]it, did I not?[A][NL]But if we don't clean up these[NL]Frelian curs, they might[16]--[16][A][0C]You do not raise your blade to anyone[X][NL]who is powerless to resist you![X][A][NL]The emperor does not desire us to kill[NL]without cause! That would be murder![A][09]Right, the emperor[16]...[X][16][A][NL]Your name's Selena, ain't it?[X][A][NL]Tell me, Selena. What makes that pasty-[X][NL]faced old fool's word so important?[X][A][0C]Wretch[16]... [16]Do you dare insult[NL]His Imperial Majesty!?[A][09]Hey, hey, I'm joking.[X][NL]Don't get so worked up.[X][A][NL]I get it now. You're a true[X][NL]and loyal soldier.[A][NL]I'm leaving before Frelia[X][NL]sends reinforcements. Coming?[X][A][0C][16]......[16][A]
